ticket_id,ticket_no,passenger_id,flight_id,seat,class,price_usd,booking_date,statuss
T0011282,TK4282,P003738,FL001282,39F,Premium Economy,11570,11/27/2024,Booked
T0011283,TK4283,P004958,FL001283,39B,Economy,4395,11/28/2024,Cancelled
T0011284,TK4284,P003691,FL001284,50D,Economy,5182,11/29/2024,Booked
T0011285,TK4285,P000067,FL001285,51D,Economy,1711,11/30/2024,Booked
T0011286,TK4286,P000616,FL001286,5A,Economy,1118,12/1/2024,Booked
T0011287,TK4287,P000248,FL001287,13F,Economy,4467,12/2/2024,Booked
T0011288,TK4288,P002302,FL001288,39F,Economy,5952,12/3/2024,Booked
T0011289,TK4289,P000115,FL001289,55F,Economy,1375,12/4/2024,Booked
T0011290,TK4290,P002878,FL001290,32F,Economy,4776,12/5/2024,Booked
T0011291,TK4291,P001648,FL001291,36E,Economy,4783,12/6/2024,Cancelled
T0011292,TK4292,P000894,FL001292,24A,Business,11166,12/7/2024,Checked-In
T0011293,TK4293,P000023,FL001293,7F,Economy,1131,12/8/2024,Checked-In
T0011294,TK4294,P000767,FL001294,26A,Economy,5073,12/9/2024,Booked
T0011295,TK4295,P002398,FL001295,11C,Economy,3662,12/10/2024,Booked
T0011296,TK4296,P000321,FL001296,2E,Economy,1021,12/11/2024,Booked
T0011297,TK4297,P000572,FL001297,3D,Economy,4736,12/12/2024,Booked
T0011298,TK4298,P003312,FL001298,11A,Economy,1595,12/13/2024,Booked
T0011299,TK4299,P002804,FL001299,44E,Economy,5714,12/14/2024,Booked
T0011300,TK4300,P000489,FL001300,35E,Economy,1399,12/15/2024,Cancelled
T0011301,TK4301,P002308,FL001301,22B,Economy,1657,12/16/2024,Booked
T0011302,TK4302,P000840,FL001302,34E,Economy,695,12/17/2024,Booked
T0011303,TK4303,P001672,FL001303,32D,Economy,1832,12/18/2024,Booked
T0011304,TK4304,P000643,FL001304,28A,Economy,3030,12/19/2024,Booked
T0011305,TK4305,P000118,FL001305,59F,Economy,4892,12/20/2024,Booked
T0011306,TK4306,P000139,FL001306,25B,Economy,4234,12/21/2024,Booked
T0011307,TK4307,P000250,FL001307,24B,Premium Economy,5382,12/22/2024,Booked
T0011308,TK4308,P003340,FL001308,7B,Economy,2046,12/23/2024,Cancelled
T0011309,TK4309,P002659,FL001309,51F,Economy,6241,12/24/2024,Booked
T0011310,TK4310,P000107,FL001310,21C,Economy,5859,12/25/2024,Booked
T0011311,TK4311,P000161,FL001311,12C,Economy,5800,12/26/2024,Booked
T0011312,TK4312,P000606,FL001312,39F,Business,17477,12/27/2024,Booked
T0011313,TK4313,P000433,FL001313,28C,Business,6303,12/28/2024,Checked-In
T0011314,TK4314,P004174,FL001314,12A,Economy,6495,12/29/2024,Booked
T0011315,TK4315,P003058,FL001315,29B,Economy,1390,12/30/2024,Booked
T0011316,TK4316,P000200,FL001316,34C,Economy,6473,12/31/2024,Booked
T0011317,TK4317,P000093,FL001317,21E,Economy,4668,1/1/2025,Booked
T0011318,TK4318,P001600,FL001318,8A,Economy,5884,1/2/2025,Booked
T0011319,TK4319,P000071,FL001319,13F,Business,4265,1/3/2025,Booked
T0011320,TK4320,P004043,FL001320,17A,Economy,1918,1/4/2025,Checked-In
T0011321,TK4321,P000793,FL001321,29E,Economy,1204,1/5/2025,Booked
T0011322,TK4322,P000233,FL001322,47C,Economy,3682,1/6/2025,Booked
T0011323,TK4323,P000247,FL001323,12E,Premium Economy,7511,1/7/2025,Booked
T0011324,TK4324,P000327,FL001324,59F,Economy,2287,1/8/2025,Booked
T0011325,TK4325,P000682,FL001325,8B,Economy,5078,1/9/2025,Booked
T0011326,TK4326,P002981,FL001326,53C,Premium Economy,8622,1/10/2025,Booked
T0011327,TK4327,P002146,FL001327,40E,Economy,2550,1/11/2025,Checked-In
T0011328,TK4328,P000975,FL001328,38E,Premium Economy,1100,1/12/2025,Checked-In
T0011329,TK4329,P001148,FL001329,55E,Economy,3683,1/13/2025,Booked
T0011330,TK4330,P002733,FL001330,59B,Economy,4513,1/14/2025,Booked
T0011331,TK4331,P000141,FL001331,38A,Economy,3830,1/15/2025,Booked
T0011332,TK4332,P000311,FL001332,44F,Economy,6426,1/16/2025,Booked
T0011333,TK4333,P000210,FL001333,38F,Economy,1893,1/17/2025,Booked
T0011334,TK4334,P000506,FL001334,35A,Premium Economy,6269,1/18/2025,Booked
T0011335,TK4335,P000487,FL001335,6C,Economy,784,1/19/2025,Booked
T0011336,TK4336,P000317,FL001336,17C,Economy,4932,1/20/2025,Booked
T0011337,TK4337,P004476,FL001337,50A,Business,24276,1/21/2025,Booked
T0011338,TK4338,P000151,FL001338,32C,Economy,2578,1/22/2025,Booked
T0011339,TK4339,P001522,FL001339,49D,Economy,1946,1/23/2025,Booked
T0011340,TK4340,P000754,FL001340,33D,Economy,6449,1/24/2025,Booked
T0011341,TK4341,P000670,FL001341,20F,Premium Economy,4466,1/25/2025,Checked-In
T0011342,TK4342,P000326,FL001342,38D,Premium Economy,1003,1/26/2025,Booked
T0011343,TK4343,P002566,FL001343,53C,Economy,726,1/27/2025,Booked
T0011344,TK4344,P002104,FL001344,8C,Economy,2486,1/28/2025,Cancelled
T0011345,TK4345,P000140,FL001345,15D,Business,5802,1/29/2025,Booked
T0011346,TK4346,P000320,FL001346,34F,Economy,1667,1/30/2025,Booked
T0011347,TK4347,P000538,FL001347,13D,Premium Economy,9989,1/31/2025,Checked-In
T0011348,TK4348,P001550,FL001348,3B,Economy,927,2/1/2025,Checked-In
T0011349,TK4349,P000027,FL001349,60A,Economy,2357,2/2/2025,Booked
T0011350,TK4350,P000202,FL001350,27A,Economy,5286,2/3/2025,Booked
T0011351,TK4351,P000345,FL001351,44B,Premium Economy,1119,2/4/2025,Booked
T0011352,TK4352,P001051,FL001352,29B,Economy,5843,2/5/2025,Booked
T0011353,TK4353,P000247,FL001353,35C,Economy,788,2/6/2025,Booked
T0011354,TK4354,P002351,FL001354,38E,Economy,5560,2/7/2025,Booked
T0011355,TK4355,P002582,FL001355,35E,Economy,6247,2/8/2025,Booked
T0011356,TK4356,P004964,FL001356,18E,Economy,2429,2/9/2025,Booked
T0011357,TK4357,P000589,FL001357,36A,Economy,4334,2/10/2025,Cancelled
T0011358,TK4358,P001376,FL001358,51C,Economy,5663,2/11/2025,Booked
T0011359,TK4359,P000162,FL001359,51D,Economy,3393,2/12/2025,Booked
T0011360,TK4360,P000443,FL001360,13C,Economy,3842,2/13/2025,Booked
T0011361,TK4361,P000149,FL001361,43F,Economy,5615,2/14/2025,Booked
T0011362,TK4362,P003600,FL001362,56B,Economy,1245,2/15/2025,Booked
T0011363,TK4363,P000372,FL001363,2A,Economy,1007,2/16/2025,Booked
T0011364,TK4364,P000515,FL001364,47A,Business,3170,2/17/2025,Checked-In
T0011365,TK4365,P003722,FL001365,7F,Business,5457,2/18/2025,Booked
T0011366,TK4366,P000778,FL001366,57E,Premium Economy,10419,2/19/2025,Checked-In
T0011367,TK4367,P000161,FL001367,25C,Premium Economy,2900,2/20/2025,Booked
T0011368,TK4368,P000873,FL001368,54C,Economy,2090,2/21/2025,Booked
T0011369,TK4369,P000167,FL001369,34F,Economy,758,2/22/2025,Booked
T0011370,TK4370,P004023,FL001370,11B,Premium Economy,9947,2/23/2025,Booked
T0011371,TK4371,P000014,FL001371,58D,Business,23073,2/24/2025,Booked
T0011372,TK4372,P004497,FL001372,33D,Premium Economy,9918,2/25/2025,Booked
T0011373,TK4373,P000439,FL001373,11A,Economy,4384,2/26/2025,Booked
T0011374,TK4374,P000360,FL001374,56F,Economy,1072,2/27/2025,Booked
T0011375,TK4375,P000214,FL001375,27D,Economy,5616,2/28/2025,Cancelled
T0011376,TK4376,P000286,FL001376,41E,Economy,711,3/1/2025,Cancelled
T0011377,TK4377,P002892,FL001377,36D,Premium Economy,5142,3/2/2025,Booked
T0011378,TK4378,P002999,FL001378,31D,Economy,1522,3/3/2025,Booked
T0011379,TK4379,P001675,FL001379,59A,Economy,2415,3/4/2025,Booked
T0011380,TK4380,P000472,FL001380,4C,Economy,2741,3/5/2025,Booked
T0011381,TK4381,P000716,FL001381,18D,Premium Economy,1537,3/6/2025,Checked-In
T0011382,TK4382,P004171,FL001382,30C,Economy,1375,3/7/2025,Booked
T0011383,TK4383,P004110,FL001383,22C,Business,16386,3/8/2025,Checked-In
T0011384,TK4384,P003480,FL001384,18E,Economy,4736,3/9/2025,Booked
T0011385,TK4385,P003535,FL001385,36F,Economy,5049,3/10/2025,Booked
T0011386,TK4386,P002940,FL001386,59F,Economy,740,3/11/2025,Booked
T0011387,TK4387,P000870,FL001387,2F,Economy,1979,3/12/2025,Booked
T0011388,TK4388,P000217,FL001388,30A,Economy,1898,3/13/2025,Booked
T0011389,TK4389,P000193,FL001389,54A,Economy,950,3/14/2025,Checked-In
T0011390,TK4390,P001811,FL001390,47E,Business,18506,3/15/2025,Booked
T0011391,TK4391,P000572,FL001391,59D,Economy,5831,3/16/2025,Booked
T0011392,TK4392,P000094,FL001392,18D,Economy,4612,3/17/2025,Booked
T0011393,TK4393,P000408,FL001393,56E,Premium Economy,9335,3/18/2025,Booked
T0011394,TK4394,P000064,FL001394,31D,Economy,733,3/19/2025,Cancelled
T0011395,TK4395,P000940,FL001395,32C,Premium Economy,8608,3/20/2025,Checked-In
T0011396,TK4396,P000896,FL001396,29B,Economy,1225,3/21/2025,Checked-In
T0011397,TK4397,P002542,FL001397,19A,Business,3462,3/22/2025,Checked-In
T0011398,TK4398,P003790,FL001398,54D,Premium Economy,1760,3/23/2025,Booked
T0011399,TK4399,P004720,FL001399,58C,Premium Economy,2630,3/24/2025,Booked
T0011400,TK4400,P000054,FL001400,1C,Business,4138,3/25/2025,Booked
T0011401,TK4401,P000971,FL001401,5F,Economy,1064,3/26/2025,Booked
T0011402,TK4402,P000236,FL001402,42C,Economy,816,3/27/2025,Cancelled
T0011403,TK4403,P000244,FL001403,60C,Business,26223,3/28/2025,Booked
T0011404,TK4404,P002525,FL001404,23C,Economy,1256,3/29/2025,Checked-In
T0011405,TK4405,P002053,FL001405,3B,Premium Economy,1392,3/30/2025,Booked
T0011406,TK4406,P001683,FL001406,13C,Economy,1540,3/31/2025,Cancelled
T0011407,TK4407,P000233,FL001407,42B,Premium Economy,1655,4/1/2025,Booked
T0011408,TK4408,P002052,FL001408,60A,Economy,788,4/2/2025,Checked-In
T0011409,TK4409,P000709,FL001409,54A,Business,4579,4/3/2025,Booked
T0011410,TK4410,P000039,FL001410,47F,Economy,2797,4/4/2025,Checked-In
T0011411,TK4411,P001287,FL001411,4F,Premium Economy,1609,4/5/2025,Cancelled
T0011412,TK4412,P000936,FL001412,26A,Economy,5148,4/6/2025,Checked-In
T0011413,TK4413,P000087,FL001413,43E,Economy,5477,4/7/2025,Booked
T0011414,TK4414,P000181,FL001414,31A,Economy,873,4/8/2025,Booked
T0011415,TK4415,P003392,FL001415,2B,Economy,1160,4/9/2025,Booked
T0011416,TK4416,P000061,FL001416,57A,Economy,3365,4/10/2025,Booked
T0011417,TK4417,P004080,FL001417,3F,Economy,4893,4/11/2025,Booked
T0011418,TK4418,P000867,FL001418,11F,Economy,1331,4/12/2025,Checked-In
T0011419,TK4419,P000058,FL001419,5F,Business,5978,4/13/2025,Booked
T0011420,TK4420,P000217,FL001420,9C,Economy,4588,4/14/2025,Booked
T0011421,TK4421,P001064,FL001421,45D,Economy,1599,4/15/2025,Cancelled
T0011422,TK4422,P001023,FL001422,17A,Economy,6551,4/16/2025,Checked-In
T0011423,TK4423,P000728,FL001423,21E,Economy,5127,4/17/2025,Booked
T0011424,TK4424,P000901,FL001424,40C,Economy,932,4/18/2025,Booked
T0011425,TK4425,P002924,FL001425,13A,Economy,5873,4/19/2025,Cancelled
T0011426,TK4426,P000383,FL001426,25C,Economy,901,4/20/2025,Booked
T0011427,TK4427,P001523,FL001427,19F,Economy,5787,4/21/2025,Booked
T0011428,TK4428,P000187,FL001428,15A,Economy,1051,4/22/2025,Checked-In
T0011429,TK4429,P000111,FL001429,11A,Economy,5702,4/23/2025,Booked
T0011430,TK4430,P000080,FL001430,50C,Premium Economy,8129,4/24/2025,Booked
T0011431,TK4431,P000188,FL001431,43F,Economy,1100,4/25/2025,Checked-In
T0011432,TK4432,P000914,FL001432,10A,Economy,1224,4/26/2025,Booked
T0011433,TK4433,P000205,FL001433,43A,Economy,5426,4/27/2025,Checked-In
T0011434,TK4434,P000783,FL001434,13C,Economy,859,4/28/2025,Checked-In
T0011435,TK4435,P000978,FL001435,23A,Economy,992,4/29/2025,Booked
T0011436,TK4436,P001027,FL001436,14B,Economy,1247,4/30/2025,Booked
T0011437,TK4437,P003681,FL001437,9D,Economy,940,5/1/2025,Booked
T0011438,TK4438,P000106,FL001438,31B,Economy,4765,5/2/2025,Booked
T0011439,TK4439,P003922,FL001439,38F,Economy,962,5/3/2025,Cancelled
T0011440,TK4440,P002886,FL001440,42D,Economy,1921,5/4/2025,Cancelled
T0011441,TK4441,P000186,FL001441,29C,Economy,2598,5/5/2025,Booked
T0011442,TK4442,P003155,FL001442,26B,Economy,6564,5/6/2025,Booked
T0011443,TK4443,P001337,FL001443,59F,Economy,5527,5/7/2025,Booked
T0011444,TK4444,P000709,FL001444,29F,Business,21683,5/8/2025,Checked-In
T0011445,TK4445,P000001,FL001445,43B,Economy,5501,5/9/2025,Booked
T0011446,TK4446,P002669,FL001446,47D,Economy,522,5/10/2025,Cancelled
T0011447,TK4447,P001213,FL001447,9D,Economy,993,5/11/2025,Booked
T0011448,TK4448,P000795,FL001448,8C,Economy,955,5/12/2025,Booked
T0011449,TK4449,P000168,FL001449,41E,Economy,4974,5/13/2025,Booked
T0011450,TK4450,P000830,FL001450,44C,Economy,4171,5/14/2025,Booked
T0011451,TK4451,P000847,FL001451,35B,Economy,6017,5/15/2025,Booked
T0011452,TK4452,P004539,FL001452,49E,Premium Economy,9108,5/16/2025,Booked
T0011453,TK4453,P000337,FL001453,34D,Business,3011,5/17/2025,Booked
T0011454,TK4454,P003739,FL001454,20F,Business,25608,5/18/2025,Booked
T0011455,TK4455,P000237,FL001455,23C,Business,8565,5/19/2025,Checked-In
T0011456,TK4456,P000279,FL001456,15C,Economy,3874,5/20/2025,Booked
T0011457,TK4457,P000959,FL001457,36F,Economy,4837,5/21/2025,Checked-In
T0011458,TK4458,P000359,FL001458,5F,Premium Economy,2217,5/22/2025,Booked
T0011459,TK4459,P000671,FL001459,57F,Economy,1178,5/23/2025,Checked-In
T0011460,TK4460,P004784,FL001460,54D,Economy,828,5/24/2025,Booked
T0011461,TK4461,P004485,FL001461,44D,Economy,660,5/25/2025,Booked
T0011462,TK4462,P000784,FL001462,26E,Economy,4581,5/26/2025,Booked
T0011463,TK4463,P000384,FL001463,1A,Business,10028,5/27/2025,Booked
T0011464,TK4464,P004757,FL001464,17A,Premium Economy,3958,5/28/2025,Checked-In
T0011465,TK4465,P000743,FL001465,9C,Economy,5877,5/29/2025,Booked
T0011466,TK4466,P000155,FL001466,58B,Economy,5929,5/30/2025,Booked
T0011467,TK4467,P000063,FL001467,14A,Premium Economy,3512,5/31/2025,Booked
T0011468,TK4468,P000652,FL001468,17F,Business,8519,6/1/2025,Checked-In
T0011469,TK4469,P000349,FL001469,13E,Business,19164,6/2/2025,Booked
T0011470,TK4470,P004291,FL001470,49F,Economy,1193,6/3/2025,Booked
T0011471,TK4471,P000678,FL001471,43B,Premium Economy,3684,6/4/2025,Booked
T0011472,TK4472,P001560,FL001472,24A,Premium Economy,9158,6/5/2025,Checked-In
T0011473,TK4473,P000905,FL001473,34D,Economy,1824,6/6/2025,Booked
T0011474,TK4474,P000174,FL001474,11E,Premium Economy,8686,6/7/2025,Checked-In
T0011475,TK4475,P002899,FL001475,3F,Economy,768,6/8/2025,Booked
T0011476,TK4476,P002748,FL001476,46F,Economy,840,6/9/2025,Booked
T0011477,TK4477,P000203,FL001477,30E,Economy,4672,6/10/2025,Booked
T0011478,TK4478,P000817,FL001478,38C,Economy,952,6/11/2025,Cancelled
T0011479,TK4479,P000386,FL001479,27C,Premium Economy,7292,6/12/2025,Booked
T0011480,TK4480,P000885,FL001480,20C,Economy,724,6/13/2025,Booked
T0011481,TK4481,P000098,FL001481,31F,Economy,2247,6/14/2025,Booked
T0011482,TK4482,P000338,FL001482,18C,Economy,1518,6/15/2025,Booked
T0011483,TK4483,P001291,FL001483,4C,Premium Economy,8106,6/16/2025,Booked
T0011484,TK4484,P000982,FL001484,50D,Economy,4775,6/17/2025,Cancelled
T0011485,TK4485,P000147,FL001485,21C,Economy,632,6/18/2025,Booked
T0011486,TK4486,P000149,FL001486,31D,Economy,3250,6/19/2025,Cancelled
T0011487,TK4487,P002781,FL001487,51E,Premium Economy,8768,6/20/2025,Booked
T0011488,TK4488,P002966,FL001488,31A,Economy,5110,6/21/2025,Booked
T0011489,TK4489,P003598,FL001489,15C,Premium Economy,1317,6/22/2025,Booked
T0011490,TK4490,P001297,FL001490,41A,Economy,1806,6/23/2025,Booked
T0011491,TK4491,P000150,FL001491,24B,Premium Economy,2455,6/24/2025,Booked
T0011492,TK4492,P004589,FL001492,23B,Premium Economy,5663,6/25/2025,Cancelled
T0011493,TK4493,P004821,FL001493,30F,Economy,1136,6/26/2025,Booked
T0011494,TK4494,P001709,FL001494,3E,Business,19809,6/27/2025,Cancelled
T0011495,TK4495,P002994,FL001495,8A,Economy,3400,6/28/2025,Booked
T0011496,TK4496,P002908,FL001496,22A,Economy,801,6/29/2025,Checked-In
T0011497,TK4497,P000265,FL001497,12E,Economy,6402,6/30/2025,Booked
T0011498,TK4498,P004363,FL001498,11A,Business,12144,7/1/2025,Booked
T0011499,TK4499,P000746,FL001499,49B,Economy,3486,7/2/2025,Booked
T0011500,TK4500,P003635,FL001500,53D,Economy,4980,7/3/2025,Booked
T0011501,TK4001,P000347,FL001501,48D,Economy,913,7/4/2025,Booked
T0011502,TK4002,P000138,FL001502,32E,Business,12504,7/5/2025,Booked
T0011503,TK4003,P000418,FL001503,9C,Economy,3355,7/6/2025,Booked
T0011504,TK4004,P000466,FL001504,5B,Economy,5547,7/7/2025,Checked-In
T0011505,TK4005,P002580,FL001505,17D,Premium Economy,7399,7/8/2025,Cancelled
T0011506,TK4006,P000694,FL001506,55D,Economy,5438,7/9/2025,Cancelled
T0011507,TK4007,P000636,FL001507,51E,Economy,4644,7/10/2025,Booked
T0011508,TK4008,P000560,FL001508,3E,Economy,4367,7/11/2025,Booked
T0011509,TK4009,P000616,FL001509,51A,Economy,1878,7/12/2025,Cancelled
T0011510,TK4010,P002742,FL001510,16A,Premium Economy,6382,7/13/2025,Booked
T0011511,TK4011,P000585,FL001511,39F,Economy,738,7/14/2025,Booked
T0011512,TK4012,P004703,FL001512,56F,Premium Economy,7366,7/15/2025,Checked-In
T0011513,TK4013,P000465,FL001513,21F,Economy,4172,7/16/2025,Booked
T0011514,TK4014,P003152,FL001514,24F,Business,9366,7/17/2025,Booked
T0011515,TK4015,P004763,FL001515,58A,Premium Economy,9183,7/18/2025,Booked
T0011516,TK4016,P002787,FL001516,13E,Economy,3516,7/19/2025,Booked
T0011517,TK4017,P000019,FL001517,51B,Economy,1211,7/20/2025,Cancelled
T0011518,TK4018,P002192,FL001518,30B,Economy,5325,7/21/2025,Booked
T0011519,TK4019,P000199,FL001519,49F,Economy,4099,7/22/2025,Booked
T0011520,TK4020,P002309,FL001520,13B,Economy,2282,7/23/2025,Booked
T0011521,TK4021,P000326,FL001521,44D,Economy,5099,7/24/2025,Cancelled
T0011522,TK4022,P000513,FL001522,15E,Premium Economy,1346,7/25/2025,Booked
T0011523,TK4023,P000390,FL001523,12D,Premium Economy,8362,7/26/2025,Booked
T0011524,TK4024,P003014,FL001524,20D,Economy,4892,7/27/2025,Booked
T0011525,TK4025,P000399,FL001525,44D,Economy,3149,7/28/2025,Checked-In
T0011526,TK4026,P000955,FL001526,58D,Economy,1137,7/29/2025,Checked-In
T0011527,TK4027,P000190,FL001527,31A,Premium Economy,10170,7/30/2025,Booked
T0011528,TK4028,P000205,FL001528,41D,Economy,1337,7/31/2025,Booked
T0011529,TK4029,P000820,FL001529,44B,Economy,1788,8/1/2025,Booked
T0011530,TK4030,P003636,FL001530,29B,Economy,1237,8/2/2025,Cancelled
T0011531,TK4031,P000102,FL001531,52D,Economy,6541,8/3/2025,Booked
T0011532,TK4032,P000231,FL001532,13D,Economy,2961,8/4/2025,Booked
T0011533,TK4033,P000399,FL001533,9E,Economy,822,8/5/2025,Booked
T0011534,TK4034,P000765,FL001534,1D,Business,7026,8/6/2025,Booked
T0011535,TK4035,P002353,FL001535,29E,Premium Economy,1504,8/7/2025,Booked
T0011536,TK4036,P000741,FL001536,17D,Economy,5365,8/8/2025,Booked
T0011537,TK4037,P004726,FL001537,25C,Economy,2182,8/9/2025,Cancelled
T0011538,TK4038,P000044,FL001538,40B,Economy,1031,8/10/2025,Booked
T0011539,TK4039,P001765,FL001539,2F,Premium Economy,7469,8/11/2025,Booked
T0011540,TK4040,P002035,FL001540,48C,Economy,6232,8/12/2025,Booked
T0011541,TK4041,P004135,FL001541,57B,Premium Economy,8698,8/13/2025,Booked
T0011542,TK4042,P000782,FL001542,8D,Premium Economy,5777,8/14/2025,Checked-In
T0011543,TK4043,P000291,FL001543,45E,Economy,969,8/15/2025,Booked
T0011544,TK4044,P001264,FL001544,10E,Economy,1229,8/16/2025,Booked
T0011545,TK4045,P000516,FL001545,12A,Economy,3499,8/17/2025,Booked
T0011546,TK4046,P000097,FL001546,22F,Economy,732,8/18/2025,Checked-In
T0011547,TK4047,P001577,FL001547,28A,Economy,3679,8/19/2025,Booked
T0011548,TK4048,P000281,FL001548,26F,Economy,930,8/20/2025,Checked-In
T0011549,TK4049,P000503,FL001549,32E,Premium Economy,3596,8/21/2025,Booked
T0011550,TK4050,P004275,FL001550,12C,Premium Economy,3779,8/22/2025,Booked
T0011551,TK4051,P000106,FL001551,3C,Economy,1308,8/23/2025,Cancelled
T0011552,TK4052,P000128,FL001552,18C,Economy,6037,8/24/2025,Booked
T0011553,TK4053,P002624,FL001553,24F,Economy,1390,8/25/2025,Booked
T0011554,TK4054,P000396,FL001554,5F,Economy,5585,8/26/2025,Booked
T0011555,TK4055,P002865,FL001555,54E,Economy,1787,8/27/2025,Cancelled
T0011556,TK4056,P000608,FL001556,11C,Economy,5121,8/28/2025,Booked
T0011557,TK4057,P000145,FL001557,27A,Economy,2702,8/29/2025,Booked
T0011558,TK4058,P000143,FL001558,25E,Premium Economy,9939,8/30/2025,Cancelled
T0011559,TK4059,P000335,FL001559,12F,Economy,1169,8/31/2025,Booked
T0011560,TK4060,P000190,FL001560,54A,Economy,4319,9/1/2025,Booked
T0011561,TK4061,P000084,FL001561,57E,Business,19176,9/2/2025,Booked
T0011562,TK4062,P000233,FL001562,28C,Economy,4978,9/3/2025,Booked
T0011563,TK4063,P000986,FL001563,36D,Economy,4353,9/4/2025,Booked
T0011564,TK4064,P002747,FL001564,53F,Economy,5325,9/5/2025,Booked
T0011565,TK4065,P000248,FL001565,55D,Economy,5633,9/6/2025,Booked
T0011566,TK4066,P000887,FL001566,55C,Economy,2187,9/7/2025,Booked
T0011567,TK4067,P000318,FL001567,5A,Premium Economy,9039,9/8/2025,Booked
T0011568,TK4068,P000021,FL001568,47A,Economy,1298,9/9/2025,Cancelled
T0011569,TK4069,P002835,FL001569,55A,Economy,4820,9/10/2025,Booked
T0011570,TK4070,P000065,FL001570,11B,Economy,5042,9/11/2025,Booked
T0011571,TK4071,P002967,FL001571,56D,Economy,740,9/12/2025,Booked
T0011572,TK4072,P002259,FL001572,23B,Economy,1592,9/13/2025,Booked
T0011573,TK4073,P000371,FL001573,58C,Premium Economy,4856,9/14/2025,Booked
T0011574,TK4074,P003608,FL001574,7A,Premium Economy,2129,9/15/2025,Booked
T0011575,TK4075,P004099,FL001575,12C,Economy,5145,9/16/2025,Booked
T0011576,TK4076,P000684,FL001576,56F,Business,26611,9/17/2025,Booked
T0011577,TK4077,P003904,FL001577,11B,Economy,5076,9/18/2025,Booked
T0011578,TK4078,P000175,FL001578,5D,Premium Economy,6344,9/19/2025,Booked
T0011579,TK4079,P000738,FL001579,9D,Economy,5738,9/20/2025,Booked
T0011580,TK4080,P000720,FL001580,44F,Economy,774,9/21/2025,Booked
T0011581,TK4081,P000416,FL001581,17D,Business,10751,9/22/2025,Booked
T0011582,TK4082,P001938,FL001582,6A,Economy,6039,9/23/2025,Booked
T0011583,TK4083,P002189,FL001583,13B,Economy,4833,9/24/2025,Booked
T0011584,TK4084,P000243,FL001584,41E,Economy,4516,9/25/2025,Booked
T0011585,TK4085,P002603,FL001585,32F,Economy,3596,9/26/2025,Booked
T0011586,TK4086,P000022,FL001586,31C,Premium Economy,7686,9/27/2025,Booked
T0011587,TK4087,P000114,FL001587,59F,Economy,3791,9/28/2025,Checked-In
T0011588,TK4088,P000601,FL001588,22C,Economy,931,9/29/2025,Booked
T0011589,TK4089,P000567,FL001589,24B,Business,6769,9/30/2025,Booked
T0011590,TK4090,P000781,FL001590,36D,Business,14318,10/1/2025,Booked
T0011591,TK4091,P000046,FL001591,26F,Premium Economy,10018,10/2/2025,Booked
T0011592,TK4092,P000880,FL001592,56D,Premium Economy,7079,10/3/2025,Booked
T0011593,TK4093,P004174,FL001593,37B,Economy,5280,10/4/2025,Booked
T0011594,TK4094,P000842,FL001594,49E,Premium Economy,9402,10/5/2025,Booked
T0011595,TK4095,P000016,FL001595,31F,Economy,5600,10/6/2025,Checked-In
T0011596,TK4096,P000664,FL001596,59A,Business,21075,10/7/2025,Cancelled
T0011597,TK4097,P000031,FL001597,51A,Economy,4756,10/8/2025,Booked
T0011598,TK4098,P000823,FL001598,33B,Economy,4249,10/9/2025,Booked
T0011599,TK4099,P003084,FL001599,45A,Economy,3352,10/10/2025,Booked
T0011600,TK4100,P003007,FL001600,1E,Business,17164,10/11/2025,Booked
T0011601,TK4101,P000794,FL001601,4C,Economy,2575,10/12/2025,Booked
T0011602,TK4102,P000991,FL001602,23A,Economy,1794,10/13/2025,Booked
T0011603,TK4103,P001527,FL001603,30F,Business,20843,10/14/2025,Booked
T0011604,TK4104,P002478,FL001604,22B,Economy,1871,10/15/2025,Booked
T0011605,TK4105,P000968,FL001605,47C,Economy,1932,10/16/2025,Booked
T0011606,TK4106,P004756,FL001606,17F,Economy,3980,10/17/2025,Booked
T0011607,TK4107,P002916,FL001607,45E,Business,8083,10/18/2025,Booked
T0011608,TK4108,P000888,FL001608,23E,Economy,1991,10/19/2025,Cancelled
T0011609,TK4109,P003087,FL001609,57B,Economy,1671,10/20/2025,Booked
T0011610,TK4110,P003540,FL001610,39E,Economy,4748,10/21/2025,Booked
T0011611,TK4111,P000084,FL001611,3F,Economy,519,10/22/2025,Booked
T0011612,TK4112,P004264,FL001612,16A,Business,2997,10/23/2025,Checked-In
T0011613,TK4113,P001296,FL001613,47B,Economy,5376,10/24/2025,Booked
T0011614,TK4114,P004934,FL001614,24F,Economy,5658,10/25/2025,Booked
T0011615,TK4115,P002644,FL001615,52F,Economy,6215,10/26/2025,Booked
T0011616,TK4116,P002788,FL001616,38A,Economy,1200,10/27/2025,Checked-In
T0011617,TK4117,P000649,FL001617,59E,Economy,4175,10/28/2025,Booked
T0011618,TK4118,P000283,FL001618,41D,Premium Economy,8260,10/29/2025,Cancelled
T0011619,TK4119,P000697,FL001619,31E,Premium Economy,11394,10/30/2025,Cancelled
T0011620,TK4120,P003866,FL001620,36F,Economy,1882,10/31/2025,Checked-In
T0011621,TK4121,P002520,FL001621,13B,Economy,1123,11/1/2025,Booked
T0011622,TK4122,P001680,FL001622,11D,Economy,3805,11/2/2025,Booked
T0011623,TK4123,P000070,FL001623,39A,Economy,3280,11/3/2025,Booked
